obj,time,oracles,method
13250640.0,0.154465913772583,0,gurobi
13252930.0,15.688601016998291,0,gurobi
13257410.0,19.441344022750854,0,gurobi
13262026.0,19.442519903182983,0,gurobi
13262845.0,20.40540909767151,0,gurobi
11608681,0.00319,6,iqs
11755384,0.004099,9,iqs
11618061,0.002946,6,iqs
11796677,0.005142,12,iqs
11666808,0.004262,9,iqs
11865367,0.005937,15,iqs
11684073,0.003786,7,iqs
11703460,0.005194,16,iqs
11957527,0.006492,18,iqs
11618061,0.002948,4,iqs
11753916,0.004808,10,iqs
11763495,0.005995,19,iqs
11754792,0.004119,10,iqs
11874604,0.004655,13,iqs
12032739,0.008282,31,iqs
11774911,0.007466,29,iqs
11945417,0.006638,19,iqs
12072573,0.009095,34,iqs
11876344,0.005895,16,iqs
11824449,0.008366,34,iqs
11599096,0.004251,9,iqs
12077016,0.009652,37,iqs
11910956,0.006776,21,iqs
11940250,0.009018,38,iqs
12041704,0.008394,27,iqs
11625260,0.003756,6,iqs
12229379,0.010353,40,iqs
11972271,0.007933,24,iqs
11631145,0.0072,18,iqs
11985867,0.010344,41,iqs
11637424,0.004948,10,iqs
11763232,0.003748,11,iqs
12143560,0.010599,33,iqs
12048502,0.00895,28,iqs
11674711,0.008097,21,iqs
11761995,0.005555,14,iqs
11994619,0.011202,49,iqs
12468221,0.012605,47,iqs
11901564,0.004841,14,iqs
12067871,0.009548,31,iqs
11726414,0.008809,27,iqs
11591274,0.004734,12,iqs
12093519,0.012277,52,iqs
11813228,0.007009,18,iqs
12070324,0.010407,38,iqs
12149768,0.013135,46,iqs
11615850,0.005876,15,iqs
11755664,0.010567,36,iqs
11647553,0.004481,4,iqs
11818414,0.007946,22,iqs
12123989,0.011239,41,iqs
12480327,0.015238,55,iqs
11669796,0.006604,19,iqs
12102728,0.014596,65,iqs
11916171,0.008464,27,iqs
12196657,0.0143,49,iqs
11550556,0.004157,6,iqs
11851730,0.006759,10,iqs
11685217,0.007259,22,iqs
12254846,0.012525,45,iqs
11789571,0.012144,42,iqs
11855870,0.009563,28,iqs
12246285,0.014853,52,iqs
11953168,0.009265,30,iqs
12109890,0.015697,68,iqs
11583822,0.005113,10,iqs
11751572,0.007781,25,iqs
11989412,0.007687,15,iqs
11601353,0.004454,6,iqs
11803671,0.013141,46,iqs
11999539,0.010839,33,iqs
11978805,0.010347,33,iqs
11641613,0.005864,16,iqs
11722600,0.005376,9,iqs
11825581,0.008743,28,iqs
11844380,0.013739,50,iqs
12497459,0.019827,70,iqs
11625165,0.005446,13,iqs
12027994,0.01126,36,iqs
11707667,0.006492,22,iqs
11745237,0.005987,12,iqs
11846407,0.009525,31,iqs
12329234,0.018377,60,iqs
11953268,0.014311,54,iqs
12338873,0.017015,56,iqs
12043941,0.010698,21,iqs
11640710,0.006846,16,iqs
12162083,0.019722,80,iqs
11891291,0.007309,25,iqs
11840307,0.006612,15,iqs
11923500,0.010072,34,iqs
12188840,0.020247,83,iqs
11757443,0.007882,19,iqs
12021064,0.015882,60,iqs
12351168,0.01806,59,iqs
12012010,0.015883,44,iqs
12054656,0.014237,42,iqs
11959145,0.010755,37,iqs
11991409,0.008148,28,iqs
12062398,0.011969,24,iqs
11856681,0.008587,24,iqs
12352227,0.019592,66,iqs
12114092,0.015453,49,iqs
12000929,0.009177,31,iqs
12038677,0.009244,27,iqs
12044102,0.01834,73,iqs
12374419,0.02019,72,iqs
12164117,0.018588,53,iqs
12023126,0.010082,38,iqs
12499285,0.026446,83,iqs
11963751,0.01073,24,iqs
11976801,0.012537,45,iqs
12156780,0.009933,31,iqs
12066775,0.013531,32,iqs
12449963,0.021524,75,iqs
12034359,0.011554,47,iqs
12222550,0.025883,98,iqs
12126167,0.018235,63,iqs
12045559,0.012268,30,iqs
12126209,0.020825,81,iqs
12516844,0.028631,89,iqs
12066957,0.014957,58,iqs
12074128,0.016077,41,iqs
12121865,0.013345,55,iqs
12267270,0.01374,36,iqs
12087484,0.016769,44,iqs
12227146,0.028424,106,iqs
12528547,0.031127,96,iqs
12186822,0.017669,47,iqs
12176482,0.024262,64,iqs
12075237,0.017917,68,iqs
12187151,0.015503,42,iqs
12277550,0.030133,119,iqs
12183735,0.024835,70,iqs
12331386,0.030836,80,iqs
12145005,0.023188,71,iqs
12088554,0.018759,71,iqs
12312013,0.030801,123,iqs
12361923,0.031603,84,iqs
12149288,0.023777,77,iqs
12122190,0.019545,75,iqs
12434533,0.031894,127,iqs
12385338,0.033229,93,iqs
12463441,0.032722,135,iqs
12200502,0.021082,81,iqs
12197383,0.023,55,iqs
