obj,time,oracles,method
281071.0,0.002604961395263672,0,gurobi
296465.0,0.004875898361206055,0,gurobi
225080,0.000109,6,iqs
247003,0.000828,19,iqs
225080,0.000134,10,iqs
275168,0.001243,28,iqs
275168,0.000735,17,iqs
225080,0.000108,8,iqs
284121,0.001621,45,iqs
247003,0.000689,14,iqs
284121,0.001403,47,iqs
284121,0.000981,22,iqs
256898,0.000199,15,iqs
263618,0.00084,23,iqs
225080,0.000174,11,iqs
296465,0.001127,29,iqs
247003,0.000815,14,iqs
225080,9.3e-05,6,iqs
288342,0.002792,76,iqs
249045,0.001175,22,iqs
288342,0.003897,115,iqs
251953,0.00109,35,iqs
275168,0.001464,28,iqs
296465,0.003567,108,iqs
225080,0.000192,14,iqs
288342,0.001486,41,iqs
284121,0.002009,45,iqs
231406,0.000989,28,iqs
225080,0.000173,9,iqs
288342,0.006611,144,iqs
288342,0.002567,67,iqs
247003,0.001326,37,iqs
247003,0.000851,12,iqs
225080,0.000178,6,iqs
296465,0.006241,197,iqs
296465,0.002716,92,iqs
249045,0.001688,45,iqs
249045,0.001117,15,iqs
296465,0.007556,176,iqs
225080,0.000113,6,iqs
247003,0.000856,16,iqs
251953,0.002014,61,iqs
275168,0.001498,21,iqs
275168,0.001235,24,iqs
256898,0.000761,10,iqs
296465,0.004805,167,iqs
225080,0.000134,10,iqs
275168,0.002294,67,iqs
284093,0.001882,30,iqs
284121,0.00158,30,iqs
288342,0.001441,34,iqs
225080,8.6e-05,4,iqs
247003,0.000896,19,iqs
284121,0.002683,73,iqs
284121,0.002169,33,iqs
231406,0.000727,15,iqs
251953,0.001239,33,iqs
247003,0.001033,18,iqs
256898,0.00151,42,iqs
275168,0.001407,25,iqs
288342,0.004223,130,iqs
275168,0.002034,69,iqs
288342,0.004287,97,iqs
288342,0.004276,97,iqs
284121,0.001941,44,iqs
296465,0.004442,126,iqs
296465,0.004993,155,iqs
284121,0.002644,89,iqs
288342,0.002657,85,iqs
296465,0.006895,161,iqs
288342,0.005425,161,iqs
296465,0.010915,215,iqs
296465,0.009066,275,iqs
296465,0.014241,226,iqs
225080,9.8e-05,3,iqs
275168,0.000806,6,iqs
225080,0.000113,3,iqs
284121,0.001251,26,iqs
256898,0.000823,14,iqs
225080,0.000177,9,iqs
263618,0.001462,51,iqs
231406,0.001022,20,iqs
225080,8.3e-05,3,iqs
263618,0.001387,32,iqs
296465,0.001879,70,iqs
231406,0.000859,6,iqs
288342,0.003027,104,iqs
263618,0.001368,22,iqs
296465,0.002275,80,iqs
256898,0.000173,9,iqs
288342,0.001795,29,iqs
225080,0.00013,8,iqs
288342,0.001125,26,iqs
231406,0.000885,14,iqs
296465,0.005162,184,iqs
225080,9.2e-05,3,iqs
247003,0.001252,21,iqs
249045,0.00081,9,iqs
256898,0.000171,8,iqs
275168,0.001604,29,iqs
296465,0.002641,80,iqs
288342,0.001141,12,iqs
284121,0.001943,32,iqs
288342,0.001243,35,iqs
225080,0.000121,6,iqs
231406,0.000928,13,iqs
225080,0.000157,8,iqs
249045,0.001275,19,iqs
288342,0.003814,90,iqs
296465,0.002921,94,iqs
275168,0.000808,14,iqs
251953,0.001649,28,iqs
225080,9.4e-05,3,iqs
256898,0.002024,39,iqs
284121,0.001233,26,iqs
275168,0.000808,12,iqs
296465,0.005289,143,iqs
296465,0.004803,102,iqs
288342,0.001624,39,iqs
225080,8e-05,3,iqs
284121,0.001429,34,iqs
275168,0.002946,73,iqs
296465,0.008724,156,iqs
247003,0.000817,9,iqs
284093,0.003367,81,iqs
251953,0.001169,21,iqs
284121,0.003742,94,iqs
275168,0.00153,36,iqs
288342,0.0041,106,iqs
284121,0.002552,67,iqs
296465,0.006261,133,iqs
288342,0.004352,116,iqs
296465,0.005751,157,iqs
296465,0.012744,245,iqs
288342,0.013554,206,iqs
296465,0.018776,307,iqs
263618,0.000154,9,iqs
256898,0.000151,13,iqs
288342,0.00114,25,iqs
225080,0.000107,4,iqs
284121,0.001116,40,iqs
247003,0.000764,7,iqs
288342,0.001137,13,iqs
225080,0.000176,6,iqs
231406,0.000866,9,iqs
288342,0.002777,96,iqs
247003,0.00123,19,iqs
225080,9.4e-05,7,iqs
296465,0.003191,115,iqs
275168,0.001553,27,iqs
275168,0.00077,13,iqs
225080,0.000247,17,iqs
284121,0.002076,39,iqs
284121,0.001378,30,iqs
249045,0.000925,20,iqs
251953,0.001314,26,iqs
225080,0.00015,6,iqs
225080,0.000146,7,iqs
288342,0.002285,71,iqs
288342,0.001696,33,iqs
288342,0.004129,101,iqs
247003,0.00084,12,iqs
256898,0.000815,13,iqs
225080,0.000213,20,iqs
296465,0.006518,129,iqs
296465,0.008114,165,iqs
275168,0.001166,19,iqs
284121,0.001439,39,iqs
256898,0.000981,37,iqs
296465,0.00572,165,iqs
284121,0.001856,54,iqs
284121,0.001345,44,iqs
231406,0.000149,13,iqs
225080,9.4e-05,4,iqs
225080,8.1e-05,6,iqs
288342,0.002532,77,iqs
247003,0.000865,21,iqs
296465,0.00584,137,iqs
288342,0.002161,78,iqs
247003,0.00077,12,iqs
275168,0.000732,14,iqs
296465,0.005917,143,iqs
251953,0.00137,30,iqs
251953,0.001072,15,iqs
296465,0.003045,116,iqs
284093,0.001272,35,iqs
288342,0.001703,37,iqs
296465,0.004208,146,iqs
288342,0.001423,27,iqs
284121,0.001593,38,iqs
296465,0.00258,69,iqs
288342,0.008745,167,iqs
296465,0.005319,129,iqs
296465,0.011082,228,iqs
288342,0.010751,195,iqs
296465,0.014387,307,iqs
