obj,time,oracles,method
9066848.0,0.5574138164520264,0,gurobi
9408054.0,1.1587457656860352,0,gurobi
9471924.0,4.749075889587402,0,gurobi
9487384.0,6.595412969589233,0,gurobi
9495960.0,6.596612930297852,0,gurobi
9561210.0,10.531062841415405,0,gurobi
9655407.0,10.532108783721924,0,gurobi
9707000.0,10.533049821853638,0,gurobi
10138711.0,10.559159994125366,0,gurobi
8711408,0.005584,19,iqs
8712558,0.006696,25,iqs
8772007,0.007474,28,iqs
8810536,0.008444,36,iqs
8842689,0.00956,44,iqs
8994472,0.012544,52,iqs
9013686,0.013213,56,iqs
8703155,0.022449,38,iqs
8735994,0.023572,41,iqs
9019426,0.01625,65,iqs
8822025,0.024201,45,iqs
9087416,0.01677,69,iqs
8827012,0.025572,51,iqs
9134325,0.01819,75,iqs
8878335,0.026257,54,iqs
9203795,0.019093,81,iqs
8883538,0.026809,57,iqs
8697195,0.013226,32,iqs
9237051,0.020962,89,iqs
8766443,0.014253,36,iqs
9113227,0.029143,68,iqs
8862352,0.014968,39,iqs
9320928,0.02217,96,iqs
9374426,0.022688,99,iqs
8884046,0.015792,43,iqs
9199601,0.031041,76,iqs
9394805,0.023899,102,iqs
8952932,0.017697,49,iqs
9438494,0.024769,105,iqs
9307326,0.032851,82,iqs
9034878,0.019216,58,iqs
9376786,0.033545,85,iqs
9049986,0.019885,61,iqs
8760967,0.029619,37,iqs
8820957,0.030778,43,iqs
9451170,0.028429,113,iqs
9100702,0.021806,72,iqs
8839730,0.031882,46,iqs
9111602,0.022529,75,iqs
9392722,0.037893,97,iqs
9191372,0.024434,81,iqs
9009201,0.034145,54,iqs
9479535,0.031765,121,iqs
9053379,0.035426,60,iqs
9093920,0.036653,68,iqs
9270287,0.027782,98,iqs
9115123,0.037238,71,iqs
9277541,0.028534,101,iqs
9361439,0.029395,104,iqs
9156835,0.039115,79,iqs
9204427,0.040146,85,iqs
9446088,0.046076,120,iqs
9217679,0.04233,93,iqs
9363873,0.033452,112,iqs
9276381,0.043343,100,iqs
9278571,0.044031,104,iqs
9365158,0.045022,111,iqs
9380854,0.036846,118,iqs
9392676,0.046277,117,iqs
9432539,0.038122,126,iqs
9463097,0.05361,137,iqs
9434812,0.048185,128,iqs
9438125,0.040399,136,iqs
9450197,0.050006,134,iqs
9453459,0.041988,145,iqs
9488160,0.051064,158,iqs
9478870,0.051232,141,iqs
9510273,0.05818,152,iqs
9520308,0.059884,163,iqs
9492467,0.054413,172,iqs
9504085,0.054902,151,iqs
8772745,0.059803,70,iqs
9513104,0.055388,155,iqs
9489542,0.04767,167,iqs
9504563,0.055861,180,iqs
9535781,0.064079,178,iqs
9541927,0.057082,192,iqs
9518561,0.049481,174,iqs
8831962,0.063484,78,iqs
8859008,0.064358,82,iqs
9557044,0.051503,183,iqs
9578188,0.059697,205,iqs
8902728,0.065056,85,iqs
8937550,0.06571,88,iqs
9559982,0.053131,192,iqs
9046484,0.06628,92,iqs
9515642,0.063269,174,iqs
9079199,0.067595,100,iqs
9560208,0.055396,203,iqs
9210560,0.068649,103,iqs
9580646,0.072358,201,iqs
9235253,0.069203,106,iqs
9606853,0.066262,227,iqs
9666445,0.066942,230,iqs
9316395,0.072962,122,iqs
9545991,0.069701,198,iqs
9581853,0.078936,221,iqs
9332481,0.076052,134,iqs
9691127,0.072387,246,iqs
