obj,time,oracles,method
2300663.0,0.010838985443115234,0,gurobi
2352968.0,0.043547868728637695,0,gurobi
2359542.0,0.04665398597717285,0,gurobi
2475250.0,0.12555193901062012,0,gurobi
2538911.0,0.4207479953765869,0,gurobi
2559645.0,0.5981719493865967,0,gurobi
2562053.0,1.306886911392212,0,gurobi
2569506.0,1.6535959243774414,0,gurobi
2569506.0,1.7998778820037842,0,gurobi
2569506.0,25.004930019378662,0,gurobi
2569506.0,30.004153966903687,0,gurobi
2266289,0.001143,22,iqs
2267565,0.001916,25,iqs
2302256,0.000473,4,iqs
2284311,0.002287,28,iqs
2309878,0.001293,15,iqs
2294648,0.002687,31,iqs
2332562,0.001645,21,iqs
2303788,0.00304,34,iqs
2343494,0.002107,24,iqs
2333831,0.003377,46,iqs
2396704,0.003853,53,iqs
2357372,0.002833,38,iqs
2274511,0.002108,23,iqs
2401477,0.004344,56,iqs
2368262,0.003327,42,iqs
2263313,0.000906,13,iqs
2280019,0.002917,29,iqs
2421277,0.004871,60,iqs
2389056,0.003769,48,iqs
2279490,0.001773,16,iqs
2284635,0.003552,38,iqs
2478940,0.005383,66,iqs
2280602,0.002284,19,iqs
2285682,0.004042,41,iqs
2498093,0.005973,75,iqs
2389620,0.004958,62,iqs
2255615,0.000717,7,iqs
2303629,0.002806,22,iqs
2294037,0.004419,46,iqs
2529996,0.006701,81,iqs
2257103,0.001504,10,iqs
2310449,0.003213,28,iqs
2337299,0.004829,51,iqs
2422247,0.006195,77,iqs
2340072,0.003706,34,iqs
2312131,0.000887,10,iqs
2310325,0.002398,21,iqs
2430063,0.006629,81,iqs
2358284,0.005547,60,iqs
2344224,0.004209,43,iqs
2317197,0.00177,14,iqs
2549737,0.008329,98,iqs
2326159,0.002775,24,iqs
2453930,0.007209,87,iqs
2392495,0.006053,67,iqs
2416468,0.002209,17,iqs
2346060,0.005222,59,iqs
2402071,0.00638,70,iqs
2381047,0.003815,33,iqs
2427512,0.002681,24,iqs
2383607,0.005601,62,iqs
2417635,0.007005,83,iqs
2436922,0.004225,36,iqs
2470308,0.008738,104,iqs
2437157,0.006185,65,iqs
2454227,0.007335,86,iqs
2478129,0.005058,53,iqs
2495173,0.009391,110,iqs
2482506,0.00688,74,iqs
2463637,0.00446,49,iqs
2268224,0.00356,34,iqs
2505082,0.010181,117,iqs
2509770,0.005546,57,iqs
2486408,0.005008,56,iqs
2266097,0.003087,24,iqs
2276693,0.004426,37,iqs
2276468,0.000834,13,iqs
2294703,0.003992,30,iqs
2319080,0.004889,43,iqs
2515301,0.005676,65,iqs
2304348,0.001873,22,iqs
2555283,0.014169,141,iqs
2490337,0.009035,95,iqs
2532739,0.010663,119,iqs
2317213,0.00439,35,iqs
2322267,0.005392,47,iqs
2511139,0.007594,77,iqs
2368194,0.002304,29,iqs
2531150,0.006373,75,iqs
2363080,0.00582,50,iqs
2320520,0.005187,43,iqs
2559645,0.006949,80,iqs
2375240,0.003051,39,iqs
2535050,0.008895,94,iqs
2445901,0.006728,60,iqs
2328353,0.00591,51,iqs
2273476,0.002856,24,iqs
2376079,0.003502,43,iqs
2472282,0.007411,68,iqs
2535775,0.01019,107,iqs
2279360,0.003657,31,iqs
2349914,0.006662,65,iqs
2502302,0.008356,77,iqs
2296009,0.004261,37,iqs
2351130,0.00732,72,iqs
2395703,0.005287,61,iqs
2306140,0.004776,44,iqs
2552283,0.012223,133,iqs
2273555,0.003253,28,iqs
2244201,0.002427,17,iqs
2505785,0.009659,85,iqs
2326491,0.00521,50,iqs
2408491,0.006325,75,iqs
2313537,0.004051,31,iqs
2294618,0.003221,21,iqs
2521260,0.010114,88,iqs
2341379,0.005727,55,iqs
2538216,0.018029,164,iqs
2461213,0.006841,81,iqs
2353887,0.009446,89,iqs
2378278,0.004429,34,iqs
2345048,0.004036,30,iqs
2543953,0.018554,172,iqs
2409746,0.006684,66,iqs
2534575,0.011419,100,iqs
2411416,0.005009,38,iqs
2354510,0.010278,102,iqs
2393522,0.004464,33,iqs
2505933,0.018462,140,iqs
2434392,0.007113,70,iqs
2465100,0.00837,100,iqs
2359461,0.010637,105,iqs
2429172,0.005537,44,iqs
2522307,0.022763,174,iqs
2462284,0.007483,73,iqs
2431552,0.005275,40,iqs
2562053,0.020738,200,iqs
2362175,0.011174,115,iqs
2471968,0.008008,82,iqs
2451804,0.006071,52,iqs
2518887,0.010444,122,iqs
2456433,0.006597,59,iqs
2512961,0.021221,162,iqs
2524726,0.009284,100,iqs
2374353,0.013271,138,iqs
2454964,0.008096,61,iqs
2411963,0.013749,142,iqs
2484655,0.009551,78,iqs
2483668,0.009736,82,iqs
2451158,0.014668,154,iqs
2517026,0.024805,191,iqs
2536332,0.028336,217,iqs
2468958,0.015188,162,iqs
2543516,0.02529,195,iqs
2550948,0.020961,150,iqs
2501705,0.011617,97,iqs
2472359,0.017547,184,iqs
2484992,0.012464,106,iqs
2486353,0.018544,192,iqs
2490583,0.013825,118,iqs
