obj,time,oracles,method
2344494,0.003679990768432617,0,gurobi
2344494,0.013074874877929688,0,gurobi
2365658,0.04535198211669922,0,gurobi
2501006,0.04630088806152344,0,gurobi
2557706,0.12906789779663086,0,gurobi
2579019,0.6102249622344971,0,gurobi
2595076,0.7402880191802979,0,gurobi
2595076,0.16231703758239746,0,hexaly
2225364,0.000908,19,iqs
2275644,0.001805,26,iqs
2329054,0.002421,37,iqs
2371794,0.002719,43,iqs
2260183,0.001238,27,iqs
2397278,0.003241,55,iqs
2217938,0.002867,43,iqs
2319821,0.002178,33,iqs
2444208,0.00366,58,iqs
2288458,0.003678,46,iqs
2323896,0.002532,37,iqs
2465054,0.004211,67,iqs
2370131,0.004038,50,iqs
2328147,0.002974,44,iqs
2469330,0.004511,70,iqs
2374999,0.0045,59,iqs
2349303,0.003377,47,iqs
2217938,0.001214,15,iqs
2241302,0.002804,30,iqs
2382338,0.00482,70,iqs
2401586,0.00379,50,iqs
2512533,0.00531,76,iqs
2225364,0.002103,18,iqs
2326844,0.00358,34,iqs
2451243,0.005319,76,iqs
2430353,0.004266,59,iqs
2527107,0.005652,81,iqs
2231267,0.002473,21,iqs
2358015,0.004033,37,iqs
2561770,0.005914,84,iqs
2454565,0.006102,86,iqs
2269358,0.002793,24,iqs
2266580,0.001381,23,iqs
2307500,0.003222,28,iqs
2446092,0.005565,79,iqs
2377644,0.004619,45,iqs
2570164,0.006513,91,iqs
2304547,0.002284,31,iqs
2273497,0.00358,42,iqs
2375374,0.002653,35,iqs
2247981,0.000866,14,iqs
2309367,0.003634,34,iqs
2407326,0.00536,53,iqs
2473274,0.006765,94,iqs
2336195,0.00443,45,iqs
2491173,0.008176,105,iqs
2273497,0.000787,15,iqs
2440335,0.003111,43,iqs
2281731,0.001775,25,iqs
2459049,0.003406,46,iqs
2502507,0.007081,100,iqs
2436482,0.006013,62,iqs
2335211,0.004568,47,iqs
2383737,0.004888,51,iqs
2524486,0.008658,111,iqs
2330972,0.001678,23,iqs
2225364,0.000718,11,iqs
2288520,0.002117,31,iqs
2273497,0.000375,7,iqs
2338534,0.00242,37,iqs
2262327,0.000944,11,iqs
2348551,0.002715,40,iqs
2370993,0.004929,50,iqs
2428408,0.005217,54,iqs
2473585,0.004686,71,iqs
2366139,0.002037,26,iqs
2297637,0.001445,14,iqs
2578765,0.011085,139,iqs
2529402,0.007561,109,iqs
2526103,0.009693,140,iqs
2314785,0.001024,10,iqs
2460911,0.006408,71,iqs
2295958,0.001717,16,iqs
2350541,0.003066,43,iqs
2372723,0.005295,58,iqs
2483417,0.005118,82,iqs
2384414,0.00246,34,iqs
2317649,0.001784,17,iqs
2459506,0.006331,75,iqs
2529016,0.010178,148,iqs
2341609,0.001292,16,iqs
2470300,0.006784,74,iqs
2335081,0.002057,19,iqs
2368685,0.003452,49,iqs
2399014,0.005674,66,iqs
2537978,0.00902,133,iqs
2526956,0.005428,85,iqs
2415513,0.002758,40,iqs
2342471,0.002117,21,iqs
2464355,0.0067,78,iqs
2575102,0.010474,154,iqs
2480098,0.007096,77,iqs
2354418,0.002399,22,iqs
2460221,0.005925,70,iqs
2384786,0.003752,52,iqs
2533180,0.005698,90,iqs
2362263,0.002538,25,iqs
2359064,0.001823,25,iqs
2422716,0.003168,43,iqs
2498536,0.007008,84,iqs
2501489,0.007578,91,iqs
2463421,0.006367,76,iqs
2392917,0.003028,31,iqs
2387531,0.004089,55,iqs
2561374,0.011996,171,iqs
2388061,0.003023,33,iqs
2435368,0.003473,46,iqs
2390049,0.002335,35,iqs
2503591,0.007937,97,iqs
2464605,0.006739,79,iqs
2439371,0.004395,58,iqs
2471204,0.003656,41,iqs
2521225,0.008303,104,iqs
2575074,0.012497,179,iqs
2562725,0.008071,123,iqs
2393031,0.00372,42,iqs
2479581,0.004095,53,iqs
2452584,0.004725,61,iqs
2402714,0.003213,46,iqs
2514485,0.008746,109,iqs
2472901,0.004039,45,iqs
