obj,time,oracles,method
6334930.0,0.6761689186096191,0,gurobi
6429325.0,0.6999180316925049,0,gurobi
6441845.0,0.701117992401123,0,gurobi
6530587.0,0.7262101173400879,0,gurobi
6652064.0,1.2422189712524414,0,gurobi
7102194.0,5.140477895736694,0,gurobi
7103766.000000026,9.128003120422363,0,gurobi
6153948,0.001118,3,iqs
6277382,0.002169,6,iqs
6178186,0.001041,3,iqs
6346767,0.002805,13,iqs
6187261,0.002001,7,iqs
6202885,0.002474,14,iqs
6370896,0.003627,16,iqs
6149151,0.001849,9,iqs
6262881,0.003156,17,iqs
6324116,0.003729,23,iqs
6201144,0.00314,12,iqs
6413672,0.005002,26,iqs
6410969,0.004318,26,iqs
6222610,0.002187,6,iqs
6288077,0.003658,15,iqs
6438406,0.004884,30,iqs
6254728,0.00332,9,iqs
6175108,0.001323,3,iqs
6302922,0.004417,18,iqs
6178186,0.002054,8,iqs
6185918,0.002346,9,iqs
6454844,0.005887,39,iqs
6243654,0.003102,11,iqs
6336505,0.005035,24,iqs
6443835,0.007783,44,iqs
6296251,0.003831,12,iqs
6180381,0.001691,3,iqs
6209116,0.00298,15,iqs
6260098,0.003767,14,iqs
6352744,0.005554,31,iqs
6465360,0.008212,47,iqs
6492141,0.00743,48,iqs
6278128,0.002958,9,iqs
6210770,0.003643,21,iqs
6357104,0.005244,20,iqs
6193126,0.001877,6,iqs
6308865,0.004615,20,iqs
6467205,0.009014,54,iqs
6243241,0.004317,24,iqs
6291741,0.003747,15,iqs
6139160,0.001469,6,iqs
6349253,0.00518,23,iqs
6229412,0.002869,12,iqs
6366764,0.006135,26,iqs
6357535,0.007417,42,iqs
6549851,0.008968,59,iqs
6468179,0.009645,58,iqs
6180381,0.00172,3,iqs
6255331,0.005307,33,iqs
6338535,0.004648,24,iqs
6131557,0.001334,3,iqs
6255327,0.003396,15,iqs
6178186,0.003055,17,iqs
6378144,0.006667,29,iqs
6378437,0.007854,45,iqs
6349894,0.006499,32,iqs
6593029,0.009568,62,iqs
6165093,0.001303,3,iqs
6494279,0.010148,61,iqs
6194371,0.002764,6,iqs
6289983,0.005816,37,iqs
6355589,0.005219,29,iqs
6153114,0.002129,9,iqs
6304289,0.006219,40,iqs
6222683,0.003516,20,iqs
6412467,0.0073,32,iqs
6384556,0.008319,48,iqs
6436203,0.007159,35,iqs
6318917,0.002071,10,iqs
6204176,0.003275,9,iqs
6504086,0.010832,70,iqs
6267710,0.004003,18,iqs
6164226,0.002624,12,iqs
6593166,0.011202,76,iqs
6369257,0.006044,38,iqs
6319611,0.006555,43,iqs
6227390,0.00393,23,iqs
