obj,time,oracles,method
9733120.0,0.7597661018371582,0,gurobi
9747867.0,4.29714298248291,0,gurobi
9813713.0,6.7756431102752686,0,gurobi
9813859.0,12.308536052703857,0,gurobi
9847595.0,12.309261083602905,0,gurobi
9900343.0,13.788676023483276,0,gurobi
9913365.0,13.84335708618164,0,gurobi
9923543.000000004,27.28246808052063,0,gurobi
8795167,0.001823,8,iqs
8881468,0.002581,12,iqs
8894789,0.003184,15,iqs
8945370,0.003637,18,iqs
8981025,0.003984,21,iqs
8795167,0.001912,9,iqs
9009221,0.004239,24,iqs
8811062,0.002626,12,iqs
9017071,0.00471,30,iqs
8835110,0.003099,20,iqs
9059707,0.005121,34,iqs
8848701,0.003339,26,iqs
8902353,0.00367,29,iqs
8902907,0.004017,32,iqs
8765430,0.002391,17,iqs
8972616,0.004624,39,iqs
9062263,0.00692,50,iqs
8862766,0.003126,23,iqs
8979774,0.005109,42,iqs
9076634,0.007171,54,iqs
8866500,0.00347,26,iqs
9009777,0.005623,46,iqs
9099347,0.007942,61,iqs
8931312,0.004,29,iqs
9018635,0.006132,54,iqs
9141563,0.008344,64,iqs
8988698,0.004601,32,iqs
9035910,0.006728,60,iqs
9037919,0.006985,63,iqs
9156147,0.009113,69,iqs
8876178,0.002618,6,iqs
9187789,0.009375,76,iqs
9054792,0.007372,69,iqs
9007205,0.005678,40,iqs
9065228,0.007979,74,iqs
8892455,0.004127,14,iqs
8806474,0.001533,6,iqs
9052049,0.006431,46,iqs
9125349,0.008397,78,iqs
8921206,0.004617,17,iqs
9134229,0.008723,81,iqs
9068166,0.006853,52,iqs
9215943,0.010981,82,iqs
8835825,0.002309,9,iqs
9137745,0.009064,84,iqs
9087297,0.007236,55,iqs
8849017,0.002733,12,iqs
9224260,0.011557,85,iqs
8866215,0.003161,15,iqs
9181192,0.009622,88,iqs
8960187,0.00641,23,iqs
8885153,0.003973,18,iqs
9113247,0.008854,62,iqs
9198220,0.010953,94,iqs
8981109,0.004603,25,iqs
8961797,0.007186,30,iqs
9203605,0.011424,100,iqs
8991805,0.00502,28,iqs
8989882,0.007584,34,iqs
8795167,0.002264,7,iqs
9018147,0.005434,34,iqs
9014176,0.008238,38,iqs
9019922,0.005971,37,iqs
8824954,0.003313,10,iqs
9055818,0.008688,45,iqs
9063142,0.009194,48,iqs
8890125,0.003967,13,iqs
9028233,0.006885,51,iqs
8907754,0.004433,17,iqs
9082300,0.00979,52,iqs
9122636,0.012122,75,iqs
8925047,0.004784,21,iqs
9076762,0.007565,54,iqs
9247248,0.014194,109,iqs
8986616,0.005173,24,iqs
9105058,0.010513,55,iqs
9151674,0.013087,84,iqs
9123870,0.008264,58,iqs
9123182,0.01107,60,iqs
9008283,0.006207,32,iqs
9136909,0.011516,64,iqs
9176914,0.009542,66,iqs
9039531,0.0067,35,iqs
9196585,0.01487,95,iqs
9225692,0.019083,111,iqs
9077098,0.007258,38,iqs
9182271,0.01013,69,iqs
9185168,0.012857,74,iqs
9082915,0.007667,41,iqs
9203210,0.015321,101,iqs
9205064,0.01065,73,iqs
9188341,0.013384,81,iqs
9090215,0.008078,48,iqs
9230510,0.011016,80,iqs
9214207,0.016107,104,iqs
9272505,0.020597,129,iqs
9103992,0.008675,52,iqs
8817482,0.002767,9,iqs
9259871,0.018654,122,iqs
9195356,0.014275,89,iqs
9208394,0.014748,97,iqs
8841191,0.003686,15,iqs
8795167,0.006769,17,iqs
9118366,0.010054,61,iqs
8897376,0.00416,21,iqs
9212439,0.015467,100,iqs
8932763,0.004565,25,iqs
9241395,0.01335,89,iqs
8894508,0.007866,24,iqs
8944505,0.005011,34,iqs
9224228,0.016344,107,iqs
9138250,0.011,70,iqs
8947721,0.005354,37,iqs
8909284,0.008534,27,iqs
9234982,0.016868,110,iqs
9140328,0.011547,76,iqs
9004970,0.005674,40,iqs
8930190,0.008875,31,iqs
8952873,0.009312,34,iqs
9068333,0.006307,44,iqs
9301646,0.024434,151,iqs
9200114,0.012554,82,iqs
8966355,0.009883,37,iqs
9069380,0.006967,47,iqs
8997032,0.010365,45,iqs
9092250,0.007448,50,iqs
9113793,0.007812,53,iqs
9291920,0.024072,140,iqs
9133092,0.008167,57,iqs
9045988,0.011245,53,iqs
9140861,0.008638,61,iqs
9218276,0.022782,122,iqs
9063765,0.011817,56,iqs
9259997,0.020467,126,iqs
9202369,0.015255,94,iqs
9327449,0.025751,149,iqs
9068548,0.012703,62,iqs
9146702,0.009994,69,iqs
9097678,0.013168,65,iqs
9245652,0.019495,111,iqs
9236335,0.016442,102,iqs
9279734,0.019845,115,iqs
8957835,0.003881,11,iqs
9147372,0.010657,74,iqs
9159507,0.010987,77,iqs
8795167,0.008203,21,iqs
9246606,0.0175,108,iqs
9121712,0.014605,71,iqs
8867490,0.008922,33,iqs
9294024,0.021401,126,iqs
8964134,0.005655,20,iqs
9142929,0.015169,74,iqs
8862930,0.003378,13,iqs
8882097,0.0099,39,iqs
9184231,0.012876,96,iqs
9027262,0.006699,28,iqs
8905143,0.010476,48,iqs
8894598,0.004596,20,iqs
9104959,0.007218,31,iqs
8988141,0.010851,51,iqs
9271309,0.020324,117,iqs
8916193,0.00556,26,iqs
8795167,0.003953,19,iqs
9128984,0.007783,34,iqs
8953126,0.005918,29,iqs
8988591,0.011517,54,iqs
9013455,0.006303,33,iqs
8853683,0.004638,22,iqs
9156563,0.018295,91,iqs
9022532,0.011876,60,iqs
9030416,0.006613,36,iqs
9190986,0.015666,104,iqs
9027333,0.012174,63,iqs
9132423,0.009353,44,iqs
9241915,0.031031,142,iqs
8884811,0.006355,30,iqs
9037901,0.008129,45,iqs
9197209,0.017208,111,iqs
8954074,0.006746,33,iqs
9060500,0.008537,48,iqs
9135346,0.010819,55,iqs
8959265,0.007118,37,iqs
9073993,0.009521,55,iqs
8962389,0.00763,41,iqs
9306451,0.029292,145,iqs
8970117,0.008051,44,iqs
9158659,0.023406,110,iqs
9092406,0.010338,67,iqs
9046042,0.017191,82,iqs
9198414,0.021024,129,iqs
9014843,0.00886,50,iqs
9109720,0.011023,70,iqs
