obj,time,oracles,method
1011988.0,0.006101131439208984,0,gurobi
1029774.0,0.00740814208984375,0,gurobi
1076478.0,0.017798185348510742,0,gurobi
1081653.0,0.08706903457641602,0,gurobi
1088967.0,0.08746910095214844,0,gurobi
1091081.0,0.3734090328216553,0,gurobi
1091867.0,0.5630130767822266,0,gurobi
1095989.0,0.8387711048126221,0,gurobi
968870,0.000379,20,iqs
987361,0.00017,3,iqs
1030585,0.001071,24,iqs
1032409,0.000792,6,iqs
956093,0.000508,21,iqs
1048412,0.001146,14,iqs
1051121,0.001686,43,iqs
1014491,0.001122,25,iqs
1059296,0.001555,24,iqs
1074340,0.002021,46,iqs
926469,0.000435,14,iqs
1049515,0.001534,34,iqs
970984,0.000242,9,iqs
943388,0.001066,20,iqs
1080192,0.002571,46,iqs
1079907,0.002893,72,iqs
1018272,0.000824,12,iqs
946591,0.001386,23,iqs
1080535,0.00306,61,iqs
1034727,0.001699,26,iqs
1045957,0.001382,25,iqs
1091867,0.003832,99,iqs
1049213,0.002059,32,iqs
1053158,0.003526,77,iqs
970984,0.001048,23,iqs
1057831,0.002221,49,iqs
975276,0.000688,22,iqs
1071916,0.002732,46,iqs
999248,0.001698,26,iqs
1077181,0.004068,94,iqs
1011396,0.001421,28,iqs
1059669,0.002874,62,iqs
1077329,0.003201,57,iqs
1030163,0.002024,30,iqs
1080667,0.004429,97,iqs
987361,0.000349,14,iqs
1087011,0.005938,112,iqs
1030076,0.001983,36,iqs
1058041,0.002503,38,iqs
948415,0.00046,14,iqs
1017193,0.001068,17,iqs
1086544,0.005387,115,iqs
1055867,0.002426,42,iqs
949960,0.001123,17,iqs
1030086,0.001411,23,iqs
1088967,0.005102,98,iqs
1066695,0.003291,54,iqs
948415,0.000416,17,iqs
981050,0.001422,20,iqs
1060118,0.002919,50,iqs
1042252,0.001965,31,iqs
1076072,0.005993,118,iqs
1075327,0.003771,63,iqs
963401,0.001114,24,iqs
990608,0.001725,23,iqs
1070139,0.003354,59,iqs
956093,0.000286,8,iqs
1059170,0.002729,50,iqs
978817,0.001452,33,iqs
1018760,0.001424,30,iqs
1006344,0.002107,29,iqs
986739,0.000926,15,iqs
1014195,0.002099,42,iqs
1065146,0.001904,42,iqs
1019029,0.001207,20,iqs
1032078,0.002578,40,iqs
1062473,0.003772,81,iqs
1044746,0.002491,48,iqs
1022457,0.001465,26,iqs
1066503,0.002533,62,iqs
1069932,0.002906,47,iqs
1047206,0.002859,54,iqs
1031578,0.001786,34,iqs
1071422,0.004595,98,iqs
1074859,0.002936,69,iqs
1033556,0.002078,37,iqs
1070048,0.003562,70,iqs
1080109,0.010376,180,iqs
1045833,0.002488,45,iqs
1075327,0.003529,94,iqs
1084889,0.00541,118,iqs
1054412,0.002712,50,iqs
1073469,0.007994,117,iqs
1057455,0.005007,92,iqs
1072754,0.005022,94,iqs
1074252,0.003182,62,iqs
1077690,0.009667,125,iqs
1091867,0.006914,154,iqs
1065038,0.005884,111,iqs
1091867,0.014037,197,iqs
1077181,0.003809,74,iqs
1076478,0.006273,117,iqs
1091081,0.00653,124,iqs
1081303,0.01391,239,iqs
1084895,0.007525,139,iqs
1084895,0.005245,103,iqs
1084871,0.016706,287,iqs
1088967,0.020335,227,iqs
1077690,0.011027,175,iqs
1084155,0.01672,202,iqs
1083202,0.016299,200,iqs
1091081,0.017088,209,iqs
1084155,0.016243,248,iqs
1091081,0.017862,279,iqs
1084889,0.030632,391,iqs
1088967,0.031724,418,iqs
1091081,0.035861,487,iqs
1085683,0.032831,263,iqs
1085683,0.044015,258,iqs
1091867,0.063569,331,iqs
1087011,0.066382,407,iqs
1088967,0.066707,416,iqs
1091081,0.081163,281,iqs
1091081,0.078282,486,iqs
1091867,0.080469,481,iqs
1091867,0.134966,668,iqs
1086544,0.197574,617,iqs
1091867,0.203149,679,iqs
1091867,0.257617,704,iqs
1088967,0.310662,733,iqs
1091867,0.49517,796,iqs
1091867,0.49968,711,iqs
1091081,0.610414,1127,iqs
1091867,0.776549,1495,iqs
1091867,1.274473,1291,iqs
948415,0.000337,9,iqs
953940,0.000849,21,iqs
1001496,0.001157,17,iqs
987361,0.000292,10,iqs
975276,0.001678,27,iqs
