obj,time,oracles,method
6287079.0,0.6408898830413818,0,gurobi
6349170.0,0.6675150394439697,0,gurobi
6359845.0,4.61948299407959,0,gurobi
6411095.0,4.620340824127197,0,gurobi
6444134.0,5.901593923568726,0,gurobi
6456116.0,5.902479887008667,0,gurobi
6465375.0,7.40114688873291,0,gurobi
6502974.0,14.516906976699829,0,gurobi
6532050.0,16.483234882354736,0,gurobi
6537585.0,17.174157857894897,0,gurobi
6574291.0,17.175097942352295,0,gurobi
6590203.0,17.735013008117676,0,gurobi
6616881.0,18.63329792022705,0,gurobi
6633278.0,18.634354829788208,0,gurobi
6655602.0,19.81863284111023,0,gurobi
6656720.0,21.32901096343994,0,gurobi
6657414.0,21.330793857574463,0,gurobi
6914424.0,21.347699880599976,0,gurobi
6007088,0.001139,3,iqs
6030662,0.002285,12,iqs
5967640,0.001257,3,iqs
6043609,0.002812,18,iqs
6022242,0.002339,6,iqs
6098970,0.003296,24,iqs
6036248,0.003102,10,iqs
5976321,0.001479,3,iqs
6129320,0.004616,31,iqs
6145628,0.003771,16,iqs
6014876,0.002495,6,iqs
5992606,0.001441,3,iqs
6149674,0.004679,19,iqs
6118799,0.003008,12,iqs
6171320,0.005926,37,iqs
6010021,0.002565,9,iqs
6177143,0.003646,18,iqs
6195514,0.005518,26,iqs
5979612,0.001617,3,iqs
6105662,0.003251,15,iqs
6197301,0.007028,46,iqs
6231441,0.006772,32,iqs
6108327,0.003873,18,iqs
6340395,0.007504,49,iqs
6026642,0.003151,12,iqs
6240961,0.005299,28,iqs
5996686,0.001665,3,iqs
6082838,0.003946,15,iqs
6147211,0.00457,24,iqs
6242635,0.007489,38,iqs
6103066,0.002828,6,iqs
6120879,0.004416,18,iqs
6320931,0.006706,36,iqs
6040727,0.001709,3,iqs
6381980,0.008643,59,iqs
6162446,0.005349,27,iqs
6169219,0.003961,16,iqs
6133924,0.005319,21,iqs
6008653,0.00165,3,iqs
6357068,0.007934,42,iqs
6068278,0.002986,6,iqs
6229415,0.004592,19,iqs
6166119,0.006389,29,iqs
6286917,0.011563,54,iqs
6088289,0.003592,13,iqs
6093061,0.003029,9,iqs
6388477,0.010608,68,iqs
6210294,0.006289,30,iqs
5982033,0.001816,3,iqs
6280459,0.005173,23,iqs
6260731,0.006862,33,iqs
6103653,0.004414,16,iqs
6118287,0.003541,16,iqs
6306388,0.012645,60,iqs
6358321,0.009955,54,iqs
6422990,0.011257,74,iqs
6205934,0.007133,34,iqs
6020787,0.002868,7,iqs
5979612,0.001694,3,iqs
6342785,0.005762,32,iqs
6170205,0.005055,22,iqs
6170531,0.004291,19,iqs
6267394,0.00824,40,iqs
5989224,0.001623,3,iqs
6330892,0.013826,66,iqs
6251932,0.007836,37,iqs
6049987,0.003414,10,iqs
6383559,0.011652,65,iqs
6374565,0.006201,38,iqs
6277027,0.008547,40,iqs
6229947,0.004699,23,iqs
6054968,0.002902,6,iqs
6021931,0.001355,3,iqs
6235129,0.006719,28,iqs
6267441,0.009661,48,iqs
6129739,0.002965,6,iqs
6089453,0.004421,20,iqs
6390374,0.012389,68,iqs
6485321,0.006826,44,iqs
6320424,0.009119,43,iqs
6249991,0.005241,26,iqs
6331433,0.015629,73,iqs
6424325,0.015126,97,iqs
6213130,0.003489,10,iqs
6070044,0.002353,9,iqs
6304057,0.007401,31,iqs
6315458,0.010254,51,iqs
6186015,0.003704,13,iqs
6230996,0.005536,30,iqs
6291324,0.005739,29,iqs
6383662,0.009806,47,iqs
6394400,0.016424,76,iqs
6095410,0.003059,13,iqs
6201994,0.005098,22,iqs
6266290,0.005411,18,iqs
6305258,0.009212,41,iqs
6300278,0.006752,36,iqs
6129806,0.003602,18,iqs
6440237,0.017504,84,iqs
6350773,0.012429,57,iqs
6432264,0.017029,92,iqs
6219354,0.00594,26,iqs
6129837,0.004292,22,iqs
6491979,0.011816,62,iqs
6234124,0.008637,43,iqs
6338459,0.009914,45,iqs
6314188,0.008021,42,iqs
6440954,0.018098,89,iqs
6413319,0.013509,70,iqs
6168269,0.004852,25,iqs
6254086,0.00918,46,iqs
6331489,0.008089,33,iqs
6422557,0.009037,50,iqs
6266847,0.007454,39,iqs
6433307,0.013833,65,iqs
6461804,0.019371,102,iqs
6354253,0.009298,39,iqs
6349736,0.012742,63,iqs
6269238,0.011365,55,iqs
6277568,0.008675,46,iqs
6549935,0.015777,78,iqs
6218957,0.007018,31,iqs
6425615,0.023323,129,iqs
6387600,0.0102,48,iqs
