obj,time,oracles,method
11964942.0,1.2730369567871094,0,gurobi
13277406.0,4.664629936218262,0,gurobi
13296147.0,8.964987993240356,0,gurobi
13306748.0,8.965845108032227,0,gurobi
13321716.0,8.991039991378784,0,gurobi
13387007.0,11.838397026062012,0,gurobi
13403404.0,12.775605916976929,0,gurobi
13423491.0,12.798120021820068,0,gurobi
13456434.0,12.824151992797852,0,gurobi
13476346.0,18.226229906082153,0,gurobi
13491336.0,18.24316692352295,0,gurobi
11968058,0.003894,15,iqs
11933807,0.003029,13,iqs
12051613,0.004681,21,iqs
12020784,0.003936,17,iqs
12081391,0.005957,27,iqs
12047267,0.004914,23,iqs
12060517,0.006382,29,iqs
11934496,0.00552,14,iqs
12095302,0.008077,33,iqs
11914528,0.003228,7,iqs
12036422,0.006624,18,iqs
12115195,0.007677,40,iqs
11971531,0.004074,15,iqs
11914353,0.00595,27,iqs
12005042,0.004574,18,iqs
12209298,0.008409,43,iqs
11942563,0.006832,30,iqs
12003504,0.003122,8,iqs
12065463,0.005002,25,iqs
11934803,0.00344,6,iqs
11975425,0.007515,34,iqs
12022783,0.004392,12,iqs
12043112,0.009677,26,iqs
12033578,0.004854,16,iqs
12071508,0.007133,34,iqs
12024775,0.006216,15,iqs
12106150,0.007721,40,iqs
11986222,0.009651,47,iqs
12047905,0.011472,39,iqs
12037695,0.006545,22,iqs
11995082,0.010172,55,iqs
12058365,0.011865,42,iqs
12001313,0.01063,59,iqs
12053256,0.006975,25,iqs
11951970,0.00471,11,iqs
12059884,0.012296,45,iqs
12044028,0.006775,15,iqs
12019627,0.003608,9,iqs
12088590,0.007672,31,iqs
12032181,0.011564,66,iqs
11974077,0.005579,16,iqs
12066654,0.012711,48,iqs
12072067,0.007564,21,iqs
12107026,0.010831,52,iqs
12101793,0.017101,53,iqs
12052655,0.009769,26,iqs
12032862,0.011912,69,iqs
12098081,0.008615,34,iqs
12046057,0.004998,15,iqs
11981453,0.006193,20,iqs
12122464,0.011364,56,iqs
12096462,0.008376,24,iqs
12245009,0.016919,61,iqs
12148489,0.017844,56,iqs
12048142,0.013151,75,iqs
12148799,0.014412,54,iqs
12113766,0.009152,39,iqs
12148734,0.012142,59,iqs
12186306,0.018329,62,iqs
12018677,0.0074,28,iqs
12081951,0.013577,80,iqs
12181864,0.009672,42,iqs
12247543,0.01787,64,iqs
12185178,0.012613,63,iqs
12231187,0.018726,68,iqs
12077220,0.013004,41,iqs
11991519,0.00529,14,iqs
11995881,0.005657,20,iqs
12157739,0.015887,60,iqs
12019323,0.007985,31,iqs
12101848,0.010641,33,iqs
12081568,0.014247,49,iqs
12091788,0.015533,93,iqs
12240300,0.019682,75,iqs
12195921,0.014268,74,iqs
12251357,0.020086,73,iqs
12168192,0.01648,64,iqs
12081403,0.008302,28,iqs
12060149,0.007631,21,iqs
12040996,0.007616,26,iqs
12122865,0.011464,36,iqs
12236927,0.013109,58,iqs
12031786,0.009554,40,iqs
12100488,0.016456,99,iqs
12098645,0.015486,55,iqs
12234920,0.014955,81,iqs
12255707,0.020678,81,iqs
12100763,0.008164,24,iqs
12295219,0.021334,82,iqs
12084683,0.008348,29,iqs
12194581,0.01795,72,iqs
12138379,0.012282,39,iqs
12242714,0.013845,64,iqs
12162887,0.008936,33,iqs
12113598,0.017249,102,iqs
12075057,0.010679,49,iqs
12259689,0.021396,84,iqs
12148209,0.016064,61,iqs
12170611,0.012813,42,iqs
12104562,0.009951,32,iqs
12134901,0.017846,109,iqs
12096363,0.011151,57,iqs
12277086,0.021916,90,iqs
12163139,0.016778,64,iqs
12268140,0.015844,75,iqs
12110979,0.01044,38,iqs
12294337,0.022383,93,iqs
12172560,0.011299,49,iqs
12154500,0.018985,115,iqs
12277692,0.016317,78,iqs
12139862,0.012297,65,iqs
12174115,0.017749,74,iqs
12257203,0.019223,99,iqs
12197501,0.021329,91,iqs
12211239,0.019571,118,iqs
12194810,0.012691,68,iqs
12217865,0.021742,94,iqs
12207669,0.015589,48,iqs
12207794,0.012538,56,iqs
12316088,0.026366,97,iqs
12137214,0.012252,44,iqs
12296931,0.023611,99,iqs
12221381,0.020302,121,iqs
12260317,0.022326,100,iqs
12159605,0.012669,51,iqs
12191236,0.019552,84,iqs
12235456,0.016616,54,iqs
12276103,0.020965,107,iqs
12268889,0.02089,124,iqs
12209765,0.013401,54,iqs
12199226,0.014763,76,iqs
12239665,0.017061,57,iqs
12243447,0.014234,65,iqs
12278865,0.019338,95,iqs
12094613,0.017675,55,iqs
12197632,0.020586,92,iqs
12317764,0.028442,110,iqs
12256646,0.017428,60,iqs
12099412,0.018402,59,iqs
12280392,0.023182,115,iqs
12133008,0.018989,63,iqs
12233018,0.017079,87,iqs
12154041,0.019471,66,iqs
12277818,0.026198,113,iqs
12283431,0.017117,84,iqs
12301933,0.022223,106,iqs
12299647,0.018081,95,iqs
12203393,0.023251,104,iqs
12289432,0.027017,118,iqs
12205985,0.020476,73,iqs
12345068,0.022657,109,iqs
12325370,0.031783,121,iqs
12225879,0.02395,108,iqs
12285021,0.025977,143,iqs
12228691,0.018778,71,iqs
12301142,0.019682,103,iqs
12235139,0.022204,85,iqs
12293353,0.027346,151,iqs
12339652,0.020763,111,iqs
12310995,0.023165,77,iqs
12348534,0.025098,125,iqs
12305281,0.02861,158,iqs
12315787,0.023987,83,iqs
12312525,0.028954,161,iqs
12365243,0.0265,135,iqs
12316297,0.030929,142,iqs
12305483,0.032722,135,iqs
12369466,0.027636,141,iqs
12290289,0.023604,104,iqs
12250411,0.023162,89,iqs
12319138,0.025871,93,iqs
12267809,0.026488,101,iqs
12238380,0.02972,128,iqs
12328034,0.038249,141,iqs
12273046,0.024145,95,iqs
12238409,0.030996,136,iqs
12303348,0.025899,115,iqs
12339353,0.033239,177,iqs
12270796,0.031744,139,iqs
12298667,0.02594,104,iqs
12365050,0.027198,130,iqs
12342356,0.029666,105,iqs
