obj,time,oracles,method
6412097.0,0.2512688636779785,0,gurobi
6890892.0,4.196934938430786,0,gurobi
6915432.0,10.803889989852905,0,gurobi
6920061.0,13.65529489517212,0,gurobi
6923717.0,14.833674907684326,0,gurobi
6934035.0,16.31832003593445,0,gurobi
5963509,0.001301,4,iqs
5977791,0.00236,7,iqs
6066024,0.002935,13,iqs
5950570,0.002269,18,iqs
6079482,0.003461,16,iqs
5979156,0.003374,21,iqs
6102292,0.004251,22,iqs
6079075,0.004101,24,iqs
6124801,0.004918,25,iqs
5963509,0.001483,5,iqs
6177810,0.005352,28,iqs
6097990,0.0052,31,iqs
6016669,0.003046,11,iqs
6244152,0.006394,34,iqs
5999152,0.002084,4,iqs
6134819,0.006495,37,iqs
6014483,0.003103,7,iqs
6269504,0.007472,41,iqs
5976970,0.005656,23,iqs
6172374,0.007804,43,iqs
6105279,0.005569,17,iqs
5991136,0.006981,26,iqs
5967355,0.002852,11,iqs
6081686,0.004107,13,iqs
6342320,0.008878,51,iqs
6043223,0.007622,33,iqs
6209984,0.006488,20,iqs
6009265,0.004075,17,iqs
6110723,0.004775,16,iqs
6191894,0.00947,49,iqs
6346183,0.009952,59,iqs
6102519,0.008434,39,iqs
6022685,0.00485,21,iqs
6273318,0.008716,46,iqs
5967865,0.004703,15,iqs
6010405,0.001622,10,iqs
6222321,0.010461,52,iqs
6160113,0.005634,20,iqs
5946142,0.004697,14,iqs
6349324,0.010748,62,iqs
6070142,0.005684,27,iqs
5985110,0.001765,7,iqs
6004245,0.005838,18,iqs
6191646,0.010033,47,iqs
6091643,0.002877,13,iqs
6013083,0.00269,6,iqs
6319130,0.011271,59,iqs
5963509,0.002167,6,iqs
6380702,0.011572,68,iqs
5976991,0.006099,21,iqs
6105122,0.006303,21,iqs
6367445,0.011954,68,iqs
6036005,0.003707,10,iqs
6242102,0.010585,50,iqs
6142518,0.004705,27,iqs
6063274,0.003111,12,iqs
6178906,0.006937,28,iqs
6244824,0.01205,70,iqs
6044436,0.007185,26,iqs
6000076,0.002801,13,iqs
6128404,0.006262,33,iqs
6299169,0.012742,59,iqs
6382150,0.01276,71,iqs
6052647,0.004514,16,iqs
6157760,0.005608,31,iqs
6195188,0.007836,35,iqs
6403069,0.01488,90,iqs
6078797,0.007714,29,iqs
6108128,0.007189,26,iqs
6053744,0.003632,16,iqs
6105527,0.008316,32,iqs
6148892,0.00512,21,iqs
6313264,0.013526,78,iqs
6109968,0.004998,19,iqs
6233642,0.008485,38,iqs
6385707,0.014121,79,iqs
6176619,0.006676,37,iqs
6165619,0.006908,36,iqs
6157007,0.007716,32,iqs
6164485,0.004033,20,iqs
6426831,0.01624,105,iqs
6110749,0.008844,36,iqs
6335948,0.01561,89,iqs
6177101,0.005714,22,iqs
6304833,0.016132,86,iqs
6400942,0.014562,87,iqs
6205414,0.007253,40,iqs
6274383,0.009461,46,iqs
6243066,0.008203,38,iqs
6171338,0.007849,49,iqs
6167301,0.005795,24,iqs
6187530,0.004818,29,iqs
6511721,0.01693,111,iqs
6120154,0.009616,43,iqs
6250134,0.006171,25,iqs
6332939,0.016471,97,iqs
6253517,0.007644,43,iqs
6310611,0.010034,52,iqs
6337096,0.017365,101,iqs
6202868,0.008324,56,iqs
6289319,0.008287,49,iqs
6238638,0.005608,35,iqs
6425465,0.016535,101,iqs
6170230,0.007184,32,iqs
6322079,0.006982,33,iqs
6154922,0.010603,53,iqs
6397317,0.017052,103,iqs
6344806,0.00951,45,iqs
6336447,0.010883,58,iqs
6220177,0.008926,62,iqs
6356152,0.008844,55,iqs
6450708,0.017066,105,iqs
6242612,0.006424,45,iqs
6338129,0.007348,39,iqs
6193408,0.007771,39,iqs
6350457,0.018906,112,iqs
6205560,0.011237,59,iqs
6343030,0.011377,61,iqs
6402567,0.018174,115,iqs
6267975,0.009489,66,iqs
6453332,0.017541,108,iqs
6353359,0.010716,53,iqs
6205356,0.00817,42,iqs
6304433,0.007114,55,iqs
6365731,0.007921,45,iqs
6360572,0.01033,61,iqs
6241780,0.012141,66,iqs
6372520,0.010106,72,iqs
6397203,0.012373,70,iqs
6231093,0.00858,45,iqs
6354515,0.021036,123,iqs
6353623,0.007737,58,iqs
6381976,0.008743,48,iqs
6355713,0.012369,61,iqs
6428124,0.011102,64,iqs
6287083,0.012949,72,iqs
6403824,0.010593,75,iqs
6430561,0.02064,127,iqs
6252299,0.009447,51,iqs
6402800,0.008195,64,iqs
6340430,0.013909,79,iqs
6495712,0.011785,70,iqs
6411793,0.011283,78,iqs
6410452,0.014086,78,iqs
6385545,0.023198,142,iqs
6423073,0.010714,63,iqs
6412738,0.00879,67,iqs
6462765,0.022662,130,iqs
6428694,0.011524,70,iqs
6440420,0.023024,139,iqs
6392904,0.014884,69,iqs
6505093,0.013688,76,iqs
6423984,0.013181,84,iqs
6396216,0.024935,150,iqs
6253630,0.012842,64,iqs
6428371,0.016528,93,iqs
6421419,0.0158,72,iqs
6447231,0.01376,87,iqs
6461914,0.024483,146,iqs
6430311,0.012933,78,iqs
6400656,0.025645,153,iqs
6530726,0.030588,154,iqs
6423840,0.012262,81,iqs
6409602,0.026244,157,iqs
6507755,0.016642,88,iqs
6446196,0.026693,161,iqs
6436301,0.018935,105,iqs
6255243,0.015538,72,iqs
6463337,0.026735,152,iqs
6488743,0.016579,95,iqs
6486703,0.027911,143,iqs
6437517,0.015797,89,iqs
6355875,0.021497,105,iqs
6463894,0.027671,156,iqs
6325130,0.016907,78,iqs
6510234,0.018633,103,iqs
6440537,0.015512,92,iqs
6464651,0.016689,98,iqs
6496257,0.029133,150,iqs
6425240,0.02063,92,iqs
6437987,0.02108,114,iqs
6369377,0.017452,81,iqs
6512759,0.018579,104,iqs
6449265,0.029757,181,iqs
6474954,0.021549,117,iqs
6383831,0.023725,113,iqs
6440474,0.021335,95,iqs
6371530,0.018026,87,iqs
6506129,0.030451,163,iqs
6503539,0.018892,112,iqs
6455943,0.017368,101,iqs
6518429,0.019828,115,iqs
6495634,0.030203,184,iqs
6389956,0.026316,125,iqs
6431574,0.020378,102,iqs
6466780,0.033245,173,iqs
6498744,0.031894,198,iqs
6481232,0.024947,130,iqs
6430814,0.026876,129,iqs
6459412,0.020121,112,iqs
6448638,0.025328,106,iqs
6472753,0.020575,118,iqs
6509206,0.034205,181,iqs
6564617,0.023455,130,iqs
6559500,0.023361,131,iqs
6442017,0.028388,141,iqs
6477518,0.021577,126,iqs
6484081,0.027545,146,iqs
6457246,0.02385,121,iqs
6537504,0.04398,186,iqs
6569214,0.02593,139,iqs
6465343,0.024922,130,iqs
6464691,0.028992,117,iqs
6512796,0.025335,135,iqs
6559574,0.026678,146,iqs
6459623,0.033147,158,iqs
6521186,0.027047,145,iqs
6533585,0.041688,200,iqs
6569843,0.030766,163,iqs
6591212,0.031649,169,iqs
6511071,0.03481,149,iqs
6501904,0.035259,139,iqs
6519180,0.043293,230,iqs
6491688,0.039082,178,iqs
6519314,0.037379,164,iqs
6570927,0.035623,160,iqs
6548545,0.03837,151,iqs
6522702,0.035278,176,iqs
6527408,0.036664,185,iqs
6492062,0.045657,203,iqs
6510992,0.047975,212,iqs
6594110,0.043191,199,iqs
6555618,0.062743,226,iqs
6557083,0.047163,195,iqs
6543389,0.04948,218,iqs
6557112,0.047944,184,iqs
6490475,0.044237,171,iqs
6542580,0.042118,204,iqs
6515868,0.044796,174,iqs
6560771,0.051723,219,iqs
6568249,0.044854,216,iqs
6564936,0.053338,204,iqs
6608299,0.050459,223,iqs
6519332,0.061823,275,iqs
6575225,0.052586,216,iqs
6501457,0.065234,227,iqs
6556938,0.064653,285,iqs
6573068,0.058198,220,iqs
6573804,0.069428,302,iqs
6544563,0.063825,248,iqs
6510762,0.076094,254,iqs
6579136,0.066657,243,iqs
6582406,0.067353,246,iqs
6512972,0.077828,261,iqs
6547975,0.070215,275,iqs
6519733,0.078661,264,iqs
6573171,0.065814,264,iqs
6563101,0.072837,278,iqs
6543268,0.068504,234,iqs
6560299,0.090325,275,iqs
6496435,0.077786,215,iqs
6550594,0.081635,310,iqs
6560250,0.075306,260,iqs
6527914,0.090306,306,iqs
6539272,0.09987,266,iqs
6532942,0.100983,338,iqs
6514039,0.093777,257,iqs
6543179,0.10153,341,iqs
6578901,0.096567,348,iqs
6590669,0.099591,326,iqs
6581156,0.097927,289,iqs
6585537,0.108783,369,iqs
6551153,0.115485,376,iqs
6559886,0.118018,386,iqs
6582122,0.119372,396,iqs
6585617,0.120236,400,iqs
6528159,0.122578,317,iqs
6590970,0.123484,382,iqs
6594400,0.124164,385,iqs
6535913,0.127484,334,iqs
6591203,0.127406,341,iqs
6548083,0.142312,324,iqs
6553209,0.144468,335,iqs
6561679,0.140455,377,iqs
6568774,0.135125,354,iqs
6602007,0.139828,431,iqs
6561463,0.157712,350,iqs
6563037,0.143208,385,iqs
6621324,0.142336,440,iqs
6554386,0.152502,360,iqs
6587621,0.143873,457,iqs
6583240,0.159409,356,iqs
6569273,0.144574,382,iqs
6578218,0.151328,412,iqs
6584358,0.152394,420,iqs
6591332,0.154038,433,iqs
6602214,0.154547,481,iqs
6591184,0.16476,389,iqs
6598295,0.158414,345,iqs
6581157,0.152565,364,iqs
6573643,0.154883,414,iqs
6618898,0.161547,352,iqs
6594918,0.173365,413,iqs
6843922,0.167802,374,iqs
6566975,0.181366,456,iqs
6575539,0.182467,463,iqs
6588357,0.197435,418,iqs
6594630,0.175868,399,iqs
6852865,0.182769,410,iqs
6579567,0.177667,463,iqs
6597847,0.199985,462,iqs
6581026,0.186498,486,iqs
6590060,0.187567,495,iqs
6632344,0.196541,425,iqs
6595150,0.203127,506,iqs
6597991,0.212655,502,iqs
6626831,0.211001,533,iqs
6633364,0.21253,541,iqs
6600555,0.225357,503,iqs
6635741,0.215896,467,iqs
6593056,0.221742,457,iqs
6595302,0.225879,553,iqs
6857181,0.226885,466,iqs
6608961,0.237322,592,iqs
6638074,0.255369,621,iqs
6612900,0.270407,571,iqs
6603818,0.264291,582,iqs
6581683,0.275426,568,iqs
6591578,0.28596,507,iqs
6609218,0.286462,548,iqs
6598639,0.305021,548,iqs
6584981,0.310337,625,iqs
6608518,0.306406,654,iqs
6598857,0.32364,592,iqs
6591911,0.323461,661,iqs
6606458,0.324771,609,iqs
6615821,0.317989,598,iqs
6601986,0.337537,625,iqs
6604095,0.337387,711,iqs
6610074,0.363362,670,iqs
6880289,0.358106,574,iqs
6890515,0.370843,610,iqs
6627301,0.363509,657,iqs
6615071,0.418764,696,iqs
6638074,0.398293,715,iqs
6602213,0.455122,726,iqs
6608119,0.455054,818,iqs
6610479,0.463997,729,iqs
6621116,0.491593,768,iqs
6621669,0.494987,782,iqs
6610485,0.523011,784,iqs
6623280,0.550687,856,iqs
6624794,0.563591,894,iqs
6634441,0.578294,927,iqs
6613869,0.600282,856,iqs
6619504,0.615514,895,iqs
6894422,0.628223,766,iqs
6638843,0.64732,684,iqs
6622949,0.653439,856,iqs
6608646,0.65399,586,iqs
6613520,0.671236,964,iqs
6614816,0.689486,1005,iqs
6632101,0.724122,1055,iqs
6595514,0.7191,716,iqs
6902303,0.752093,871,iqs
6603849,0.748536,765,iqs
6606020,0.765227,803,iqs
6627104,0.793527,1024,iqs
6607178,0.801184,870,iqs
6906690,0.81605,959,iqs
6602621,0.836724,934,iqs
6610118,0.859618,731,iqs
6910194,0.873244,1046,iqs
6606957,0.880986,999,iqs
6915171,0.890212,1088,iqs
6633021,0.902888,1184,iqs
6629136,0.90351,1131,iqs
6615631,0.905218,970,iqs
6608580,0.915085,1070,iqs
6634262,0.939794,1192,iqs
6920061,0.968066,1174,iqs
6612549,1.018889,981,iqs
6619923,1.058825,1039,iqs
6615956,1.085882,1123,iqs
6623332,1.105956,1210,iqs
6631005,1.108097,1086,iqs
6621600,1.109463,1173,iqs
6634282,1.134086,1339,iqs
6623010,1.319534,1310,iqs
6617745,1.451438,986,iqs
6626484,1.491401,1437,iqs
6629829,1.854099,1640,iqs
6622775,2.136456,1359,iqs
6623751,2.402779,1529,iqs
6626016,2.418854,1508,iqs
6626963,2.77113,1693,iqs
6634282,2.841172,1785,iqs
6623751,12.078578,1962,iqs
6634282,14.242426,2129,iqs
6638843,54.487545,3522,iqs
6921413,66.09787,3475,iqs
6638074,116.854495,4061,iqs
6637561,136.813956,6035,iqs
6638843,137.822985,6484,iqs
6637561,144.022854,4834,iqs
6638843,144.207953,4982,iqs
6632804,280.517917,6162,iqs
6634282,294.416642,7975,iqs
6638843,298.968973,8997,iqs
5917521,0.001607,9,iqs
5988179,0.001073,3,iqs
5957362,0.002758,15,iqs
5963505,0.003382,19,iqs
6083974,0.002779,9,iqs
5988418,0.003903,22,iqs
6181521,0.003342,13,iqs
5990181,0.004409,26,iqs
6201019,0.004061,16,iqs
6032616,0.004956,32,iqs
5963509,0.002637,11,iqs
6252015,0.004617,19,iqs
6080247,0.005487,35,iqs
6093665,0.003662,18,iqs
6119238,0.006033,38,iqs
5963509,0.002383,7,iqs
6256667,0.006061,30,iqs
6166077,0.007093,46,iqs
5966836,0.003689,10,iqs
6152078,0.005729,26,iqs
6229808,0.007637,50,iqs
5970903,0.004281,13,iqs
6099495,0.003839,11,iqs
6305220,0.007943,43,iqs
6157055,0.007132,32,iqs
6139676,0.00492,14,iqs
6032946,0.00508,18,iqs
6359778,0.008477,50,iqs
6168800,0.005699,17,iqs
6067556,0.003096,14,iqs
5963509,0.00172,3,iqs
6043076,0.005707,21,iqs
6363894,0.009944,58,iqs
6093435,0.00628,27,iqs
6176809,0.00663,23,iqs
6015030,0.002906,9,iqs
6241807,0.010045,46,iqs
6107054,0.004961,20,iqs
6374511,0.010684,62,iqs
5963509,0.007315,17,iqs
6212417,0.005565,23,iqs
6098986,0.00379,13,iqs
6307474,0.007676,26,iqs
6111782,0.007648,33,iqs
5950570,0.003291,12,iqs
6051703,0.008605,20,iqs
5925892,0.002142,10,iqs
6143854,0.004321,17,iqs
6396327,0.012192,71,iqs
6328548,0.008182,29,iqs
6173303,0.008236,36,iqs
6284076,0.014835,73,iqs
5972616,0.004387,20,iqs
6438846,0.01292,77,iqs
6138929,0.009282,26,iqs
6025807,0.003183,18,iqs
6252289,0.004991,20,iqs
6253174,0.007159,34,iqs
6332035,0.008793,33,iqs
6277656,0.008808,42,iqs
6292083,0.015369,76,iqs
5992252,0.004965,26,iqs
6255946,0.014338,66,iqs
6140487,0.003818,21,iqs
6264591,0.010338,32,iqs
6276160,0.005707,23,iqs
6333453,0.009354,49,iqs
6048608,0.00563,30,iqs
6280869,0.008802,43,iqs
6339676,0.010925,35,iqs
6038156,0.002903,14,iqs
6373359,0.010391,57,iqs
6316859,0.006587,28,iqs
5995032,0.005503,31,iqs
6294313,0.009326,47,iqs
6263234,0.015615,72,iqs
6001077,0.006472,34,iqs
6144306,0.00559,27,iqs
6084740,0.003932,19,iqs
6381985,0.011037,61,iqs
6361860,0.012143,43,iqs
6355006,0.007142,31,iqs
6085962,0.006394,33,iqs
6314898,0.009815,50,iqs
6320769,0.019024,93,iqs
6441004,0.01819,93,iqs
6187939,0.006098,33,iqs
6004672,0.00727,42,iqs
6302818,0.016631,79,iqs
6149636,0.004676,22,iqs
6400845,0.007832,34,iqs
6380112,0.014561,58,iqs
6158715,0.00749,41,iqs
6420653,0.012648,73,iqs
6348359,0.010844,56,iqs
6203781,0.006752,37,iqs
6071225,0.007774,45,iqs
6329582,0.020075,99,iqs
6451953,0.019428,101,iqs
6206226,0.007308,40,iqs
6424959,0.008317,37,iqs
6174850,0.005594,28,iqs
6387374,0.015274,61,iqs
6423107,0.013038,76,iqs
6225458,0.008141,44,iqs
6363695,0.015576,62,iqs
6438181,0.011481,59,iqs
6336818,0.017498,86,iqs
6128343,0.008236,51,iqs
6339039,0.020668,103,iqs
6270936,0.007972,45,iqs
6463492,0.00928,45,iqs
6446948,0.012614,67,iqs
6387842,0.015821,64,iqs
6234543,0.008585,53,iqs
6237251,0.007153,43,iqs
6414098,0.017992,92,iqs
6495059,0.013648,75,iqs
6196103,0.009202,58,iqs
6362453,0.021634,112,iqs
6284095,0.008742,48,iqs
6377898,0.017578,74,iqs
6506366,0.020832,108,iqs
6424190,0.015996,92,iqs
6252044,0.009437,61,iqs
6259173,0.007904,49,iqs
6419361,0.01867,95,iqs
6391408,0.017223,70,iqs
6499241,0.014325,84,iqs
6267341,0.008629,59,iqs
6298876,0.010415,69,iqs
6470531,0.011344,60,iqs
6288265,0.009412,51,iqs
6409445,0.018353,83,iqs
6370057,0.023059,121,iqs
6521038,0.021536,117,iqs
6266479,0.009834,66,iqs
6302247,0.009259,63,iqs
6343391,0.010061,55,iqs
6458890,0.018939,109,iqs
6302336,0.011557,83,iqs
6390299,0.023721,125,iqs
6421818,0.018952,90,iqs
6295651,0.010545,70,iqs
6389090,0.010475,59,iqs
6472178,0.019583,112,iqs
6366549,0.010548,69,iqs
6514810,0.017528,98,iqs
6304163,0.012912,89,iqs
6314186,0.011335,77,iqs
6401026,0.01138,67,iqs
6461725,0.023317,115,iqs
6390521,0.02542,135,iqs
6392633,0.021757,86,iqs
6526861,0.018109,101,iqs
6439157,0.020821,104,iqs
6317641,0.013732,92,iqs
6425549,0.0122,78,iqs
6370499,0.012514,84,iqs
6439957,0.026275,138,iqs
6316637,0.013064,88,iqs
6479980,0.022342,124,iqs
6474919,0.021642,108,iqs
6518339,0.017163,80,iqs
6433639,0.012845,81,iqs
6467065,0.023461,92,iqs
6469697,0.026846,141,iqs
6484689,0.023062,127,iqs
6320078,0.013789,94,iqs
6424524,0.013961,92,iqs
6351634,0.014247,97,iqs
6546045,0.018683,87,iqs
6511522,0.023918,130,iqs
6485882,0.023618,114,iqs
6392382,0.017182,107,iqs
6528020,0.021891,116,iqs
6524716,0.029509,144,iqs
6489712,0.028532,149,iqs
6413887,0.015065,100,iqs
6426187,0.01571,98,iqs
6392978,0.018263,113,iqs
6489622,0.02442,118,iqs
6425828,0.019036,116,iqs
6468778,0.030594,142,iqs
6525753,0.024841,125,iqs
6424395,0.017133,113,iqs
6450995,0.020811,122,iqs
6446900,0.019952,117,iqs
6487287,0.033342,157,iqs
6553756,0.024741,106,iqs
6548322,0.027691,136,iqs
6435401,0.02245,116,iqs
6460890,0.02131,126,iqs
6493754,0.035775,167,iqs
6515958,0.024216,138,iqs
6539961,0.036462,173,iqs
6463505,0.023065,137,iqs
6477080,0.034999,126,iqs
6528754,0.034468,164,iqs
6438995,0.025439,130,iqs
6489218,0.038267,172,iqs
6512748,0.036508,135,iqs
6559341,0.032969,158,iqs
6501626,0.038853,179,iqs
6552581,0.039593,182,iqs
6428399,0.026579,144,iqs
6526902,0.040085,185,iqs
6564550,0.03456,167,iqs
6455322,0.028706,145,iqs
6523091,0.029966,159,iqs
6530131,0.039004,184,iqs
6527429,0.040135,147,iqs
6557518,0.036686,173,iqs
6463804,0.030923,163,iqs
6480212,0.032297,163,iqs
6479584,0.032826,162,iqs
6544067,0.042366,199,iqs
6530965,0.043841,168,iqs
6562826,0.037622,179,iqs
6495104,0.033583,171,iqs
6555405,0.038266,151,iqs
6548233,0.043699,206,iqs
6570722,0.038187,182,iqs
6542538,0.046157,176,iqs
6498351,0.035857,179,iqs
6503930,0.04966,208,iqs
6575638,0.049794,215,iqs
6551658,0.045934,220,iqs
6552647,0.047346,184,iqs
6504862,0.050366,211,iqs
6578947,0.040496,188,iqs
6530916,0.040113,193,iqs
6520291,0.039248,192,iqs
6581749,0.042199,200,iqs
6541605,0.040763,197,iqs
6561096,0.051165,243,iqs
6558048,0.04174,201,iqs
6500439,0.042533,194,iqs
6544517,0.047204,218,iqs
6570640,0.057475,262,iqs
6612343,0.052801,233,iqs
6475086,0.050419,198,iqs
6559729,0.048866,227,iqs
6597573,0.059277,273,iqs
6601945,0.062057,222,iqs
6556083,0.059659,199,iqs
6601391,0.06093,282,iqs
6560885,0.066796,234,iqs
6584531,0.073555,239,iqs
6519559,0.057855,231,iqs
6523725,0.055523,224,iqs
6587163,0.076505,249,iqs
6554030,0.063113,267,iqs
6614068,0.07119,313,iqs
6539017,0.063071,257,iqs
6520243,0.084201,278,iqs
6591539,0.082981,278,iqs
6524212,0.074556,273,iqs
6562385,0.070708,292,iqs
6608251,0.085562,279,iqs
6619011,0.08403,350,iqs
6532007,0.088741,291,iqs
6555659,0.079681,308,iqs
6535467,0.084023,300,iqs
6537127,0.096912,310,iqs
6627138,0.093299,303,iqs
6590099,0.103204,295,iqs
6561161,0.090664,297,iqs
6569204,0.091357,300,iqs
6618384,0.101633,313,iqs
6538342,0.109034,346,iqs
6599371,0.115741,300,iqs
6549869,0.110018,354,iqs
6573519,0.100031,326,iqs
6582367,0.100451,329,iqs
6556421,0.101944,347,iqs
6600310,0.102211,340,iqs
6549939,0.119348,383,iqs
6583424,0.121131,391,iqs
6583455,0.128684,413,iqs
6556833,0.121161,389,iqs
6559180,0.121828,393,iqs
6634106,0.130311,369,iqs
6569406,0.136202,430,iqs
6576250,0.137319,439,iqs
6578332,0.143402,408,iqs
6560239,0.151257,288,iqs
6582246,0.146101,463,iqs
6578398,0.153814,301,iqs
6600151,0.169027,362,iqs
6591731,0.152565,484,iqs
6597882,0.161503,323,iqs
6616808,0.166209,389,iqs
6584191,0.168086,491,iqs
6584457,0.172867,513,iqs
6627716,0.17276,396,iqs
6598511,0.173512,353,iqs
6591058,0.180739,535,iqs
6601031,0.192375,401,iqs
6602811,0.186304,387,iqs
6600848,0.193484,563,iqs
6620131,0.192887,433,iqs
6604053,0.200336,433,iqs
6595648,0.201354,388,iqs
6600385,0.190567,426,iqs
6603821,0.197394,418,iqs
6580782,0.191977,507,iqs
6612353,0.19968,431,iqs
6563362,0.19236,394,iqs
6612500,0.202418,455,iqs
6581513,0.200846,422,iqs
6605609,0.241478,499,iqs
6609219,0.242811,624,iqs
6603577,0.247267,457,iqs
6617965,0.238882,495,iqs
6595035,0.235679,572,iqs
6587721,0.242395,573,iqs
6613065,0.271264,564,iqs
6614951,0.285765,602,iqs
6610304,0.282799,687,iqs
6621584,0.277588,553,iqs
6631005,0.290635,717,iqs
6588416,0.276409,506,iqs
6620868,0.292883,537,iqs
6604199,0.297743,522,iqs
6603055,0.300598,669,iqs
6612123,0.314277,712,iqs
6630106,0.32661,515,iqs
6637561,0.33257,534,iqs
6620460,0.330412,750,iqs
6597130,0.32942,582,iqs
6630221,0.350024,620,iqs
6604879,0.363796,588,iqs
6630930,0.39364,689,iqs
6615069,0.426471,618,iqs
6610071,0.449597,671,iqs
6599981,0.486912,733,iqs
6599182,0.558134,728,iqs
6620619,0.582542,540,iqs
6638843,0.582438,679,iqs
6626877,0.611566,582,iqs
6624456,0.621682,917,iqs
