obj,time,oracles,method
12382394.0,0.07182192802429199,0,gurobi
13295631.0,0.12223696708679199,0,gurobi
13296960.0,7.611568927764893,0,gurobi
13301959.0,20.472105979919434,0,gurobi
13308696.0,21.605159044265747,0,gurobi
13314508.0,21.6063129901886,0,gurobi
11901340,0.05792,53,iqs
11917681,0.059417,56,iqs
12026313,0.061234,62,iqs
12073013,0.062836,68,iqs
12162015,0.073788,93,iqs
12217633,0.075225,97,iqs
12282743,0.076148,103,iqs
12323864,0.099556,129,iqs
12346865,0.101717,135,iqs
12353584,0.104138,141,iqs
12411240,0.108715,149,iqs
12429397,0.115705,171,iqs
12462663,0.123177,189,iqs
12474245,0.134617,211,iqs
12482629,0.145021,231,iqs
12538272,0.146879,239,iqs
12569132,0.153537,263,iqs
12638554,0.166842,286,iqs
12003107,0.178897,105,iqs
12022455,0.179982,108,iqs
12046173,0.180625,111,iqs
12064909,0.181454,114,iqs
12086072,0.182014,122,iqs
12123179,0.183346,125,iqs
12240537,0.183993,128,iqs
12359584,0.185675,135,iqs
12385640,0.187881,143,iqs
12429096,0.19556,157,iqs
12465535,0.197403,166,iqs
12491954,0.198944,175,iqs
12495736,0.200627,183,iqs
12644611,0.195455,317,iqs
12523060,0.204778,195,iqs
12554300,0.211842,206,iqs
12652311,0.204572,341,iqs
12564015,0.213119,212,iqs
12671276,0.20598,345,iqs
12586328,0.214195,215,iqs
12686792,0.206571,353,iqs
12619375,0.216538,221,iqs
12653869,0.21762,224,iqs
12666032,0.220751,233,iqs
12669608,0.227665,245,iqs
12700942,0.230818,254,iqs
12692693,0.226008,379,iqs
12704873,0.231961,398,iqs
12706407,0.233035,404,iqs
12705442,0.28097,299,iqs
11886958,0.269524,153,iqs
11954438,0.272098,161,iqs
12708722,0.279992,451,iqs
12016828,0.275244,167,iqs
12026502,0.275977,172,iqs
12103598,0.2766,175,iqs
12152763,0.282182,187,iqs
12161936,0.282737,190,iqs
12209075,0.284696,196,iqs
12238516,0.288968,205,iqs
12276431,0.292326,214,iqs
12363496,0.297144,225,iqs
12709787,0.311672,493,iqs
12399081,0.305898,248,iqs
12401917,0.306719,254,iqs
12449085,0.311458,266,iqs
12512071,0.313145,273,iqs
12536130,0.330111,311,iqs
12547944,0.33508,319,iqs
11951891,0.355711,152,iqs
12018356,0.356846,158,iqs
12602157,0.33844,326,iqs
12643732,0.340542,335,iqs
12101617,0.361056,169,iqs
12147094,0.361665,175,iqs
12148897,0.362308,178,iqs
12202443,0.362939,182,iqs
12261463,0.363483,185,iqs
12651920,0.349181,353,iqs
12287723,0.369964,199,iqs
12661971,0.359101,374,iqs
12294913,0.377891,217,iqs
12324402,0.378995,220,iqs
12671689,0.361718,388,iqs
12340134,0.38129,227,iqs
12701003,0.365302,399,iqs
12370987,0.389986,243,iqs
12721103,0.380131,558,iqs
12411184,0.392146,251,iqs
12424015,0.395975,257,iqs
12435838,0.398296,263,iqs
12709073,0.384706,431,iqs
12465247,0.403178,274,iqs
12489997,0.415191,302,iqs
12726192,0.4072,608,iqs
12510315,0.418692,311,iqs
12515183,0.42536,325,iqs
12529025,0.439057,346,iqs
11859443,0.441647,180,iqs
12537426,0.443581,362,iqs
11893895,0.443112,184,iqs
11895600,0.444082,190,iqs
11923039,0.444861,196,iqs
11984061,0.44543,199,iqs
12033857,0.446518,202,iqs
12103166,0.447937,208,iqs
12219344,0.448581,211,iqs
12222799,0.450744,217,iqs
12231701,0.451327,220,iqs
12539684,0.455706,389,iqs
12298811,0.453786,229,iqs
12749907,0.449334,654,iqs
12328915,0.457544,239,iqs
12369036,0.459169,248,iqs
12556654,0.463995,400,iqs
12752369,0.459658,669,iqs
12384953,0.467798,272,iqs
12394758,0.469095,283,iqs
12439626,0.469635,286,iqs
12556685,0.472866,418,iqs
12575329,0.473415,425,iqs
12479816,0.501503,325,iqs
12484388,0.503034,331,iqs
11893364,0.511926,202,iqs
11981097,0.513015,209,iqs
12113686,0.513939,216,iqs
12150251,0.514617,220,iqs
12165659,0.516754,226,iqs
12583711,0.514133,470,iqs
12179700,0.517834,229,iqs
12585816,0.515942,476,iqs
12320689,0.52585,248,iqs
12610400,0.524801,493,iqs
12366412,0.528453,256,iqs
12408931,0.534012,273,iqs
12485986,0.535387,277,iqs
12663765,0.532416,508,iqs
12491318,0.538175,374,iqs
12532899,0.538849,377,iqs
12593332,0.547453,398,iqs
12495293,0.558394,317,iqs
12511967,0.565003,332,iqs
12683001,0.582188,554,iqs
12600318,0.583206,429,iqs
12527357,0.589652,359,iqs
12704299,0.592411,575,iqs
12549960,0.612008,386,iqs
11914599,0.605685,168,iqs
12070979,0.608355,177,iqs
12119676,0.609774,180,iqs
12713375,0.614657,608,iqs
12167187,0.612579,186,iqs
12233570,0.61516,195,iqs
12632673,0.617838,468,iqs
12311834,0.616127,198,iqs
12335207,0.621887,211,iqs
12368666,0.625727,217,iqs
12598287,0.634191,418,iqs
12642457,0.630783,487,iqs
12369128,0.63117,227,iqs
12466961,0.63174,230,iqs
12482823,0.633845,236,iqs
12604278,0.648643,438,iqs
12509864,0.640671,250,iqs
12640975,0.66119,457,iqs
12516848,0.654984,272,iqs
12546508,0.658121,287,iqs
12652666,0.663936,528,iqs
12569232,0.661212,298,iqs
